"Gene","Group_1","Group_2","Mock_expression","ZIKV_expression","log2FoldChange","pvalue","Original_significant_call","padj","Regulation","minusLog10P","minusLog10FDR","Mean_expression","log2Mean_expression","Direction"
"GINS1","Mock","ZIKV",14.3153,5.87109,-1.28586,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,10.093195,3.47160303719524,"Down in ZIKV"
"CCBL1","Mock","ZIKV",7.81406,3.2051,-1.2857,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,5.50958,2.70256446328888,"Down in ZIKV"
"SH2D5","Mock","ZIKV",1.97145,0.808943,-1.28515,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.3901965,1.25712922821534,"Down in ZIKV"
"DLL3","Mock","ZIKV",96.1273,39.4722,-1.28411,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,67.79975,6.10433141745404,"Down in ZIKV"
"SLC9A3","Mock","ZIKV",2.60801,1.07113,-1.28381,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.83957,1.50567247697076,"Down in ZIKV"
"DPM3","Mock","ZIKV",45.0623,18.5117,-1.28349,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,31.787,5.03505199652301,"Down in ZIKV"
"BOK","Mock","ZIKV",3.69955,1.5206,-1.28271,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.610075,1.85202880968976,"Down in ZIKV"
"IL13RA1","Mock","ZIKV",4.01183,1.65241,-1.27969,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.83212,1.9381427387083,"Down in ZIKV"
"LOC100131434","Mock","ZIKV",3.62773,1.4967,-1.27728,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.562215,1.8327745939446,"Down in ZIKV"
"PNMA3","Mock","ZIKV",4.08809,1.68874,-1.27548,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.888415,1.95918220209468,"Down in ZIKV"
"IFI27L1","Mock","ZIKV",16.3793,6.77078,-1.27448,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,11.57504,3.65249108400046,"Down in ZIKV"
"ALDH1A1","Mock","ZIKV",1.62884,0.673515,-1.27406,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.1511775,1.10512657069523,"Down in ZIKV"
"CHRNB4","Mock","ZIKV",22.5705,9.35682,-1.27035,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,15.96366,4.08437556751171,"Down in ZIKV"
"CPXM1","Mock","ZIKV",40.1174,16.6352,-1.26999,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,28.3763,4.87658079208173,"Down in ZIKV"
"KIF20A","Mock","ZIKV",20.4341,8.48208,-1.26849,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,14.45809,3.95029016591217,"Down in ZIKV"
"AIF1L","Mock","ZIKV",36.5615,15.2063,-1.26566,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,25.8839,4.74867053741348,"Down in ZIKV"
"MGC45800","Mock","ZIKV",2.36966,0.985954,-1.26509,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.677807,1.42105198374782,"Down in ZIKV"
"PSRC1","Mock","ZIKV",27.9852,11.6529,-1.26398,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,19.81905,4.37983233299834,"Down in ZIKV"
"TMEM48","Mock","ZIKV",16.1024,6.70737,-1.26346,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,11.404885,3.63283645561559,"Down in ZIKV"
"FAM107A","Mock","ZIKV",3.78685,1.57753,-1.26333,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.68219,1.88056407127924,"Down in ZIKV"
"HSD17B8","Mock","ZIKV",7.71744,3.21656,-1.2626,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,5.467,2.69309661038579,"Down in ZIKV"
"EFCAB12","Mock","ZIKV",2.34074,0.97637,-1.26147,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.658555,1.41064231310365,"Down in ZIKV"
"DARS2","Mock","ZIKV",9.84236,4.1147,-1.25822,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,6.97853,2.99612296235396,"Down in ZIKV"
"SLC4A4","Mock","ZIKV",1.8992,0.794633,-1.25703,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.3469165,1.23076651370647,"Down in ZIKV"
"GTSE1","Mock","ZIKV",17.3506,7.25993,-1.25696,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,12.305265,3.73392533958636,"Down in ZIKV"
"PAQR4","Mock","ZIKV",16.3454,6.84022,-1.25677,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,11.59281,3.65452834146478,"Down in ZIKV"
"TIE1","Mock","ZIKV",1.07418,0.449923,-1.25549,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,0.7620515,0.817256090948916,"Down in ZIKV"
"C10orf32","Mock","ZIKV",12.4642,5.22113,-1.25536,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,8.842665,3.29904899256963,"Down in ZIKV"
"TRIM74","Mock","ZIKV",2.80922,1.17688,-1.2552,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.99305,1.58161637978808,"Down in ZIKV"
"SDC4","Mock","ZIKV",2.21793,0.930706,-1.25282,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.574318,1.36419027760134,"Down in ZIKV"
"TTLL6","Mock","ZIKV",1.39502,0.586055,-1.25117,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,0.9905375,0.993158050808525,"Down in ZIKV"
"POLD3","Mock","ZIKV",13.5353,5.70749,-1.2458,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,9.621395,3.40890135513609,"Down in ZIKV"
"ZNF589","Mock","ZIKV",11.1425,4.6987,-1.24574,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,7.9206,3.1571407491493,"Down in ZIKV"
"ARMC3","Mock","ZIKV",1.9409,0.818868,-1.24502,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.379884,1.25089125559069,"Down in ZIKV"
"EMID1","Mock","ZIKV",4.63012,1.95386,-1.24472,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,3.29199,2.10164671473208,"Down in ZIKV"
"C5orf55","Mock","ZIKV",3.053,1.28859,-1.24444,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.170795,1.66484460653549,"Down in ZIKV"
"TMEM109","Mock","ZIKV",13.9466,5.88754,-1.24418,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,9.91707,3.44851380245758,"Down in ZIKV"
"TK1","Mock","ZIKV",15.6617,6.61271,-1.24393,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,11.137205,3.60136432563303,"Down in ZIKV"
"DGCR9","Mock","ZIKV",2.62935,1.11031,-1.24375,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.86983,1.52096527856613,"Down in ZIKV"
"GRAMD1C","Mock","ZIKV",2.11928,0.895657,-1.24256,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.5074685,1.32623157713686,"Down in ZIKV"
"TYMS","Mock","ZIKV",59.481,25.1547,-1.2416,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,42.31785,5.43688973415603,"Down in ZIKV"
"KDM8","Mock","ZIKV",2.4543,1.03809,-1.24138,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.746195,1.45743407105845,"Down in ZIKV"
"EGR1","Mock","ZIKV",616.45,261.459,-1.2374,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,438.9545,8.7812105180278,"Down in ZIKV"
"LOC730101","Mock","ZIKV",12.9644,5.50236,-1.23643,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,9.23338,3.35521082881199,"Down in ZIKV"
"DEPDC1B","Mock","ZIKV",19.265,8.18518,-1.2349,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,13.72509,3.88020454674662,"Down in ZIKV"
"PPIF","Mock","ZIKV",14.5118,6.17052,-1.23376,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,10.34116,3.50349630489047,"Down in ZIKV"
"LOXL2","Mock","ZIKV",17.5678,7.4706,-1.23364,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,12.5192,3.75693787741125,"Down in ZIKV"
"ENOSF1","Mock","ZIKV",16.1599,6.87772,-1.23242,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,11.51881,3.64602552547312,"Down in ZIKV"
"CENPF","Mock","ZIKV",48.4378,20.62,-1.23209,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,34.5289,5.15092111738393,"Down in ZIKV"
"ZNF488","Mock","ZIKV",1.5685,0.667788,-1.23193,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.118144,1.08280067291096,"Down in ZIKV"
"RCC1","Mock","ZIKV",16.4009,6.98403,-1.23164,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,11.692465,3.66590037666882,"Down in ZIKV"
"C1orf228","Mock","ZIKV",3.79599,1.61703,-1.23113,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.70651,1.8900614037205,"Down in ZIKV"
"ENTPD1","Mock","ZIKV",4.13881,1.76306,-1.23113,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.950935,1.98219411157779,"Down in ZIKV"
"AKT2","Mock","ZIKV",25.5282,10.8981,-1.22801,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,18.21315,4.26402216343913,"Down in ZIKV"
"DPY19L2P2","Mock","ZIKV",3.57975,1.52863,-1.22762,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.55419,1.82952080706465,"Down in ZIKV"
"FAHD2A","Mock","ZIKV",12.6297,5.39647,-1.22673,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,9.013085,3.3238146273535,"Down in ZIKV"
"PKMYT1","Mock","ZIKV",13.6394,5.83124,-1.2259,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,9.73532,3.4242932907913,"Down in ZIKV"
"LOC440288","Mock","ZIKV",3.79171,1.62393,-1.22336,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.70782,1.89057120852369,"Down in ZIKV"
"MAMDC4","Mock","ZIKV",6.94363,2.97406,-1.22326,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,4.958845,2.5750327209136,"Down in ZIKV"
"ZNF587B","Mock","ZIKV",2.7654,1.18691,-1.22028,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.976155,1.57344966485594,"Down in ZIKV"
"TUBB1","Mock","ZIKV",1.22902,0.529232,-1.21554,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,0.879126,0.910061806236751,"Down in ZIKV"
"CTSF","Mock","ZIKV",15.5639,6.7037,-1.21517,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,11.1338,3.60095953179393,"Down in ZIKV"
"MMP23B","Mock","ZIKV",3.6239,1.56116,-1.21493,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.59253,1.84500020419006,"Down in ZIKV"
"MYL9","Mock","ZIKV",12.7265,5.48355,-1.21465,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,9.105025,3.33700098586096,"Down in ZIKV"
"SCRN2","Mock","ZIKV",12.225,5.26852,-1.21436,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,8.74676,3.2849227205276,"Down in ZIKV"
"ORC1","Mock","ZIKV",7.13011,3.07634,-1.21271,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,5.103225,2.60957177743419,"Down in ZIKV"
"CDK1","Mock","ZIKV",55.6045,23.9927,-1.2126,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,39.7986,5.35044774199318,"Down in ZIKV"
"GSTZ1","Mock","ZIKV",9.29256,4.01154,-1.21192,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,6.65205,2.93584630056803,"Down in ZIKV"
"CD58","Mock","ZIKV",3.76849,1.6273,-1.21151,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.697895,1.88670426067236,"Down in ZIKV"
"TMEM218","Mock","ZIKV",7.37404,3.18424,-1.21151,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,5.27914,2.65056697906969,"Down in ZIKV"
"FANK1","Mock","ZIKV",5.43904,2.35307,-1.20881,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,3.896055,2.2916197646853,"Down in ZIKV"
"CHAF1B","Mock","ZIKV",10.2515,4.44311,-1.20619,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,7.347305,3.0613104861238,"Down in ZIKV"
"CHRNA5","Mock","ZIKV",7.71101,3.34208,-1.20618,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,5.526545,2.70631946489953,"Down in ZIKV"
"LOC155060","Mock","ZIKV",1.97545,0.856628,-1.20544,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.416039,1.27264374301253,"Down in ZIKV"
"PLD2","Mock","ZIKV",4.93516,2.14108,-1.20476,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,3.53812,2.18209475822047,"Down in ZIKV"
"SSPO","Mock","ZIKV",2.40571,1.04687,-1.20037,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.72629,1.44693903217581,"Down in ZIKV"
"AURKA","Mock","ZIKV",13.3004,5.79773,-1.19791,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,9.549065,3.39904322845099,"Down in ZIKV"
"FAM66C","Mock","ZIKV",1.73186,0.755727,-1.19639,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.2437935,1.16593990846257,"Down in ZIKV"
"TRIL","Mock","ZIKV",6.14785,2.68658,-1.19431,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,4.417215,2.43755135004442,"Down in ZIKV"
"EPHX2","Mock","ZIKV",5.89743,2.57895,-1.19331,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,4.23819,2.38906839017465,"Down in ZIKV"
"CSRP2","Mock","ZIKV",107.622,47.0757,-1.19292,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,77.34885,6.29184019394421,"Down in ZIKV"
"DNPH1","Mock","ZIKV",27.7906,12.1561,-1.19292,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,19.97335,4.39048541137123,"Down in ZIKV"
"TRDMT1","Mock","ZIKV",4.24427,1.85747,-1.19218,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,3.05087,2.0182317869832,"Down in ZIKV"
"TAGLN","Mock","ZIKV",59.0826,25.8724,-1.19132,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,42.4775,5.44219708122094,"Down in ZIKV"
"ZWINT","Mock","ZIKV",35.043,15.3455,-1.19131,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,25.19425,4.71117824989793,"Down in ZIKV"
"CHRAC1","Mock","ZIKV",8.76683,3.84772,-1.18805,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,6.307275,2.86933350235748,"Down in ZIKV"
"TCHP","Mock","ZIKV",9.76041,4.28541,-1.18751,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,7.02291,3.0041256133762,"Down in ZIKV"
"RBBP7","Mock","ZIKV",61.6993,27.0898,-1.1875,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,44.39455,5.50444719504793,"Down in ZIKV"
"CDH20","Mock","ZIKV",37.1137,16.3031,-1.1868,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,26.7084,4.79225150080918,"Down in ZIKV"
"ANXA11","Mock","ZIKV",2.2468,0.990636,-1.18145,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.618718,1.38886070959065,"Down in ZIKV"
"TMPRSS5","Mock","ZIKV",2.08404,0.919604,-1.1803,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.501822,1.32297914807589,"Down in ZIKV"
"GPD2","Mock","ZIKV",1.43223,0.632141,-1.17995,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.0321855,1.02303209882041,"Down in ZIKV"
"SNHG10","Mock","ZIKV",6.26131,2.7636,-1.17991,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,4.512455,2.46269497351971,"Down in ZIKV"
"PRR11","Mock","ZIKV",13.1837,5.81984,-1.1797,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,9.50177,3.39256059944705,"Down in ZIKV"
"WNT7B","Mock","ZIKV",103.534,45.7136,-1.17941,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,74.6238,6.24076843962927,"Down in ZIKV"
"NUDT13","Mock","ZIKV",1.89449,0.836549,-1.17929,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.3655195,1.24215705365759,"Down in ZIKV"
"SFXN5","Mock","ZIKV",5.56782,2.45917,-1.17894,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,4.013495,2.32581668350976,"Down in ZIKV"
"GJA1","Mock","ZIKV",42.4466,18.7478,-1.17893,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,30.5972,4.98172481388809,"Down in ZIKV"
"C1GALT1C1","Mock","ZIKV",9.72633,4.29678,-1.17864,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,7.011555,3.00208228920819,"Down in ZIKV"
"KEL","Mock","ZIKV",2.55719,1.13019,-1.178,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.84369,1.50776420059759,"Down in ZIKV"
"KIF18B","Mock","ZIKV",12.1193,5.36124,-1.17666,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,8.74027,3.28396176432632,"Down in ZIKV"
"ERVK13-1","Mock","ZIKV",4.3039,1.90489,-1.17594,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,3.104395,2.03716958014547,"Down in ZIKV"
"C2CD4C","Mock","ZIKV",12.8128,5.67142,-1.17581,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,9.24211,3.35644105367793,"Down in ZIKV"
"DHRS11","Mock","ZIKV",8.06451,3.57479,-1.17373,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,5.81965,2.76969769874776,"Down in ZIKV"
"ASPM","Mock","ZIKV",15.8065,7.01433,-1.17214,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,11.410415,3.63347945438717,"Down in ZIKV"
"HELLS","Mock","ZIKV",11.9011,5.29201,-1.16921,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,8.596555,3.26251659579244,"Down in ZIKV"
"MYBL2","Mock","ZIKV",29.9232,13.3083,-1.16894,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,21.61575,4.49925593535543,"Down in ZIKV"
"CCDC18","Mock","ZIKV",5.09029,2.26418,-1.16876,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,3.677235,2.2256559164236,"Down in ZIKV"
"CA14","Mock","ZIKV",5.69219,2.53268,-1.16832,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,4.112435,2.35401059560475,"Down in ZIKV"
"FGFBP3","Mock","ZIKV",204.952,91.3048,-1.16652,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,148.1284,7.22041122028347,"Down in ZIKV"
"PDDC1","Mock","ZIKV",23.6873,10.5554,-1.16613,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,17.12135,4.17961853182538,"Down in ZIKV"
"DBF4B","Mock","ZIKV",9.09986,4.0573,-1.16533,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,6.57858,2.9219275556692,"Down in ZIKV"
"PFN2","Mock","ZIKV",223.66,99.7904,-1.16433,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,161.7252,7.34629387716995,"Down in ZIKV"
"E2F8","Mock","ZIKV",2.30044,1.02727,-1.16309,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.663855,1.41351555520414,"Down in ZIKV"
"EMP2","Mock","ZIKV",7.83037,3.49683,-1.16303,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,5.6636,2.73630180176344,"Down in ZIKV"
"H2AFX","Mock","ZIKV",121.683,54.3662,-1.16234,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,88.0246,6.47613214325933,"Down in ZIKV"
"TK2","Mock","ZIKV",4.27868,1.9124,-1.16178,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,3.09554,2.03405368482362,"Down in ZIKV"
"B3GAT3","Mock","ZIKV",24.6687,11.0361,-1.16045,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,17.8524,4.23667629199905,"Down in ZIKV"
"FOXM1","Mock","ZIKV",24.8844,11.1391,-1.15962,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,18.01175,4.24881943066762,"Down in ZIKV"
"TSEN2","Mock","ZIKV",8.28943,3.72226,-1.1551,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,6.005845,2.80855906975502,"Down in ZIKV"
"TKTL1","Mock","ZIKV",7.83277,3.52295,-1.15274,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,5.67786,2.73938584790493,"Down in ZIKV"
"CYP27C1","Mock","ZIKV",2.22814,1.00289,-1.15167,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.615515,1.38709504390754,"Down in ZIKV"
"LUC7L3","Mock","ZIKV",148.784,67.1344,-1.1481,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,107.9592,6.76764420572386,"Down in ZIKV"
"HMGN2","Mock","ZIKV",371.216,167.523,-1.1479,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,269.3695,8.07878860219154,"Down in ZIKV"
"LYPD6","Mock","ZIKV",3.27689,1.47913,-1.14758,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.37801,1.75617359898863,"Down in ZIKV"
"FHAD1","Mock","ZIKV",1.99733,0.901914,-1.14701,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.449622,1.29255914482018,"Down in ZIKV"
"MEGF6","Mock","ZIKV",12.5302,5.65887,-1.14683,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,9.094535,3.33550255001984,"Down in ZIKV"
"GCDH","Mock","ZIKV",6.93761,3.13351,-1.14666,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,5.03556,2.59348763539479,"Down in ZIKV"
"BTBD19","Mock","ZIKV",3.1296,1.41396,-1.14624,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.27178,1.71007574229562,"Down in ZIKV"
"TMEM168","Mock","ZIKV",11.3048,5.10939,-1.14571,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,8.207095,3.20274603251684,"Down in ZIKV"
"TRAF5","Mock","ZIKV",2.6353,1.19145,-1.14525,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.913375,1.54269141236748,"Down in ZIKV"
"POLE2","Mock","ZIKV",6.93771,3.13671,-1.14521,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,5.03721,2.59388198513098,"Down in ZIKV"
"DANCR","Mock","ZIKV",48.098,21.7476,-1.14512,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,34.9228,5.16682790010783,"Down in ZIKV"
"ANLN","Mock","ZIKV",13.6141,6.16524,-1.14288,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,9.88967,3.44488833024823,"Down in ZIKV"
"NUDT1","Mock","ZIKV",26.4488,11.9818,-1.14236,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,19.2153,4.33737570860336,"Down in ZIKV"
