"Gene","Group_1","Group_2","Mock_expression","ZIKV_expression","log2FoldChange","pvalue","Original_significant_call","padj","Regulation"
"EGR2","Mock","ZIKV",18.535,8.75263,-1.08246,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PACSIN3","Mock","ZIKV",4.66114,2.20213,-1.08178,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PAICS","Mock","ZIKV",104.068,49.2487,-1.07937,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"C4orf3","Mock","ZIKV",24.1919,11.4503,-1.07914,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CENPH","Mock","ZIKV",40.8143,19.3194,-1.07902,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ASIC1","Mock","ZIKV",11.6373,5.50977,-1.0787,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SSTR2","Mock","ZIKV",8.69994,4.12193,-1.07768,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"UBE2C","Mock","ZIKV",95.1669,45.0956,-1.07747,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MOGS","Mock","ZIKV",22.1114,10.4829,-1.07675,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CLN6","Mock","ZIKV",13.6259,6.46456,-1.07573,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"RGS5","Mock","ZIKV",6.47985,3.07568,-1.07505,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"GEN1","Mock","ZIKV",7.68777,3.65264,-1.07363,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"NME4","Mock","ZIKV",140.655,66.8436,-1.0733,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"DEPDC1","Mock","ZIKV",6.39212,3.03985,-1.0723,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CREG1","Mock","ZIKV",9.11771,4.33658,-1.07212,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MTAP","Mock","ZIKV",6.62622,3.15177,-1.07202,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CD82","Mock","ZIKV",17.4792,8.31978,-1.07102,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TSPAN19","Mock","ZIKV",5.98767,2.85022,-1.07092,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"AMT","Mock","ZIKV",5.81453,2.76786,-1.07089,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SKA3","Mock","ZIKV",7.0218,3.34461,-1.07,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"IGFBP5","Mock","ZIKV",3.74332,1.78578,-1.06777,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FAM64A","Mock","ZIKV",37.1955,17.7492,-1.06738,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"UBXN8","Mock","ZIKV",4.02126,1.9194,-1.06699,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PBXIP1","Mock","ZIKV",23.5463,11.2422,-1.06658,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"KIF4A","Mock","ZIKV",17.6742,8.4415,-1.06608,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CCDC80","Mock","ZIKV",1.72518,0.825017,-1.06425,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SMOC1","Mock","ZIKV",7.46321,3.56917,-1.06421,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LOC100131564","Mock","ZIKV",7.8222,3.74179,-1.06384,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MIR210HG","Mock","ZIKV",2.14886,1.02847,-1.06308,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PPCDC","Mock","ZIKV",1.76713,0.846039,-1.06261,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"C17orf53","Mock","ZIKV",3.7802,1.81008,-1.06241,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ADCY6","Mock","ZIKV",23.702,11.358,-1.06129,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TUBA1B","Mock","ZIKV",671.683,321.95,-1.06094,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ARSA","Mock","ZIKV",5.06977,2.43073,-1.06053,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"KLHDC9","Mock","ZIKV",7.87249,3.77685,-1.05964,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TMED1","Mock","ZIKV",16.8843,8.10321,-1.05912,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LOC338799","Mock","ZIKV",15.2015,7.30265,-1.05772,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MURC","Mock","ZIKV",9.21208,4.42553,-1.05768,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CKLF","Mock","ZIKV",11.4436,5.49796,-1.05757,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MZF1","Mock","ZIKV",20.3329,9.76993,-1.0574,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CKS1B","Mock","ZIKV",100.207,48.1523,-1.0573,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CSGALNACT1","Mock","ZIKV",5.65008,2.71591,-1.05684,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LRRC8A","Mock","ZIKV",23.0242,11.0755,-1.05578,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PDLIM1","Mock","ZIKV",4.93366,2.37387,-1.05542,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"HEPH","Mock","ZIKV",11.0181,5.302,-1.05526,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"NSMCE4A","Mock","ZIKV",30.0772,14.4764,-1.05497,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LOC100505876","Mock","ZIKV",13.597,6.55195,-1.05329,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"FANCI","Mock","ZIKV",23.4415,11.305,-1.05211,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SRSF5","Mock","ZIKV",240.564,116.025,-1.05198,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CHRDL1","Mock","ZIKV",3.21054,1.54941,-1.05109,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"E2F3","Mock","ZIKV",9.06759,4.37673,-1.05086,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PGBD2","Mock","ZIKV",3.4837,1.68215,-1.05032,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CCDC14","Mock","ZIKV",58.793,28.3966,-1.04992,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TICRR","Mock","ZIKV",5.33835,2.57887,-1.04966,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"AMDHD2","Mock","ZIKV",5.51021,2.66336,-1.04886,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ARV1","Mock","ZIKV",11.0852,5.35823,-1.04881,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"KIF23","Mock","ZIKV",16.9531,8.19495,-1.04874,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"RRM1","Mock","ZIKV",46.8632,22.6551,-1.04862,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"C18orf54","Mock","ZIKV",6.9304,3.35625,-1.04609,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"RBL1","Mock","ZIKV",4.03641,1.95725,-1.04424,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CASP6","Mock","ZIKV",6.91115,3.3544,-1.04287,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"RBM12","Mock","ZIKV",31.5387,15.308,-1.04283,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"KIF15","Mock","ZIKV",15.4846,7.51703,-1.0426,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"GFRA1","Mock","ZIKV",29.3986,14.272,-1.04256,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ADAMTS15","Mock","ZIKV",3.31198,1.61125,-1.03952,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CENPA","Mock","ZIKV",11.6756,5.69242,-1.03638,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PARPBP","Mock","ZIKV",4.0855,1.99502,-1.03411,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LOC202781","Mock","ZIKV",5.45045,2.66201,-1.03386,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"C16orf59","Mock","ZIKV",9.54524,4.66585,-1.03264,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"LIX1","Mock","ZIKV",35.4382,17.338,-1.03137,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SECISBP2","Mock","ZIKV",38.3301,18.7551,-1.0312,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CENPO","Mock","ZIKV",10.5712,5.17952,-1.02925,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MAFG-AS1","Mock","ZIKV",4.96304,2.43309,-1.02843,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PTGR2","Mock","ZIKV",6.36701,3.1238,-1.02731,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MIAT","Mock","ZIKV",286.183,140.497,-1.0264,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ANKRD45","Mock","ZIKV",5.81098,2.85639,-1.02459,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MAT2A","Mock","ZIKV",105.801,52.0109,-1.02447,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PNISR","Mock","ZIKV",133.419,65.6012,-1.02418,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CTTN","Mock","ZIKV",50.1566,24.6765,-1.0233,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CHRNA3","Mock","ZIKV",29.7045,14.6275,-1.022,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TRIOBP","Mock","ZIKV",14.8388,7.31515,-1.02042,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SUMF1","Mock","ZIKV",3.82927,1.88794,-1.02026,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ZNF169","Mock","ZIKV",1.14324,0.56377,-1.01995,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CYB5RL","Mock","ZIKV",2.48569,1.22623,-1.01941,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"MNF1","Mock","ZIKV",22.2672,10.9968,-1.01783,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PTX3","Mock","ZIKV",50.7893,25.1138,-1.01604,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CKAP2","Mock","ZIKV",37.2783,18.4404,-1.01547,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"EFHC1","Mock","ZIKV",14.6595,7.25282,-1.01522,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"RABL3","Mock","ZIKV",7.36202,3.64545,-1.01401,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"COL4A1","Mock","ZIKV",9.14445,4.53012,-1.01335,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CBR4","Mock","ZIKV",14.9738,7.42117,-1.01272,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"VSTM4","Mock","ZIKV",2.06223,1.02208,-1.0127,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"KANK2","Mock","ZIKV",3.06656,1.52178,-1.01087,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"EBF2","Mock","ZIKV",12.0894,6.00405,-1.00973,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"KIF11","Mock","ZIKV",21.9079,10.8845,-1.00917,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"C19orf48","Mock","ZIKV",32.9071,16.3761,-1.00681,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"SMC4","Mock","ZIKV",58.6823,29.2151,-1.00621,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TEFM","Mock","ZIKV",6.13857,3.05646,-1.00604,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ABCC4","Mock","ZIKV",5.01193,2.49576,-1.00589,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"TPX2","Mock","ZIKV",52.1717,25.984,-1.00564,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"PTGIS","Mock","ZIKV",4.37476,2.1796,-1.00514,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ELP6","Mock","ZIKV",19.4536,9.70207,-1.00367,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"NUSAP1","Mock","ZIKV",70.3669,35.1085,-1.00308,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"NT5DC3","Mock","ZIKV",3.93027,1.96124,-1.00286,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"ZNF782","Mock","ZIKV",1.7455,0.87119,-1.00258,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"COA4","Mock","ZIKV",23.0254,11.4994,-1.00167,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"NEURL1B","Mock","ZIKV",6.48021,3.23946,-1.00029,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV"
"CYBA","Mock","ZIKV",10.2117,5.10592,-0.99998,5e-05,"yes",0.000320686218678815,"Not_significant"
"TMSB4Y","Mock","ZIKV",3.65472,1.82739,-0.999974,5e-05,"yes",0.000320686218678815,"Not_significant"
"BTD","Mock","ZIKV",2.361,1.18265,-0.997367,5e-05,"yes",0.000320686218678815,"Not_significant"
"TRPC3","Mock","ZIKV",2.11537,1.05987,-0.997027,5e-05,"yes",0.000320686218678815,"Not_significant"
"TTK","Mock","ZIKV",13.6107,6.82149,-0.996587,5e-05,"yes",0.000320686218678815,"Not_significant"
"LTBP1","Mock","ZIKV",16.3922,8.22148,-0.995543,5e-05,"yes",0.000320686218678815,"Not_significant"
"C9orf156","Mock","ZIKV",3.4505,1.73133,-0.994922,5e-05,"yes",0.000320686218678815,"Not_significant"
"FAM173B","Mock","ZIKV",5.88876,2.95573,-0.994448,5e-05,"yes",0.000320686218678815,"Not_significant"
"HLCS","Mock","ZIKV",4.45643,2.23956,-0.992675,5e-05,"yes",0.000320686218678815,"Not_significant"
"HSPB11","Mock","ZIKV",30.1192,15.1499,-0.991381,5e-05,"yes",0.000320686218678815,"Not_significant"
"MTHFD1","Mock","ZIKV",14.3327,7.21014,-0.991208,5e-05,"yes",0.000320686218678815,"Not_significant"
"STRIP2","Mock","ZIKV",3.04737,1.53423,-0.990055,5e-05,"yes",0.000320686218678815,"Not_significant"
"C12orf76","Mock","ZIKV",9.60342,4.84662,-0.986569,5e-05,"yes",0.000320686218678815,"Not_significant"
"EYA2","Mock","ZIKV",12.4122,6.26532,-0.986293,5e-05,"yes",0.000320686218678815,"Not_significant"
"POMGNT1","Mock","ZIKV",38.9695,19.6767,-0.985855,5e-05,"yes",0.000320686218678815,"Not_significant"
"KLF4","Mock","ZIKV",20.3409,10.272,-0.985667,5e-05,"yes",0.000320686218678815,"Not_significant"
"TMEM51","Mock","ZIKV",9.81851,4.95897,-0.985462,5e-05,"yes",0.000320686218678815,"Not_significant"
"ARMC6","Mock","ZIKV",14.0631,7.10301,-0.985409,5e-05,"yes",0.000320686218678815,"Not_significant"
"FGFRL1","Mock","ZIKV",34.7735,17.5827,-0.983829,5e-05,"yes",0.000320686218678815,"Not_significant"
"LOC100132352","Mock","ZIKV",5.13779,2.59813,-0.983674,5e-05,"yes",0.000320686218678815,"Not_significant"
"ENGASE","Mock","ZIKV",9.5766,4.84295,-0.983627,5e-05,"yes",0.000320686218678815,"Not_significant"
"THBS2","Mock","ZIKV",13.9747,7.07053,-0.982921,5e-05,"yes",0.000320686218678815,"Not_significant"
"PKI55","Mock","ZIKV",11.7432,5.94249,-0.982689,5e-05,"yes",0.000320686218678815,"Not_significant"
"CCDC150","Mock","ZIKV",4.89523,2.47731,-0.982601,5e-05,"yes",0.000320686218678815,"Not_significant"
"SPOCK1","Mock","ZIKV",7.29368,3.69542,-0.980911,5e-05,"yes",0.000320686218678815,"Not_significant"
"DHRS1","Mock","ZIKV",9.17867,4.65181,-0.980493,5e-05,"yes",0.000320686218678815,"Not_significant"
"SH2B1","Mock","ZIKV",22.436,11.3758,-0.979852,5e-05,"yes",0.000320686218678815,"Not_significant"
"ADAMTS18","Mock","ZIKV",2.31803,1.17554,-0.979574,5e-05,"yes",0.000320686218678815,"Not_significant"
"C1orf85","Mock","ZIKV",6.20585,3.15691,-0.975119,5e-05,"yes",0.000320686218678815,"Not_significant"
"CCDC173","Mock","ZIKV",4.02472,2.04822,-0.974518,5e-05,"yes",0.000320686218678815,"Not_significant"
"OAF","Mock","ZIKV",5.49477,2.7964,-0.974492,5e-05,"yes",0.000320686218678815,"Not_significant"
"IRAK1BP1","Mock","ZIKV",6.82068,3.47201,-0.974142,5e-05,"yes",0.000320686218678815,"Not_significant"
"RPA3","Mock","ZIKV",9.18575,4.67991,-0.972916,5e-05,"yes",0.000320686218678815,"Not_significant"
"GLYCTK","Mock","ZIKV",11.3843,5.80566,-0.971515,5e-05,"yes",0.000320686218678815,"Not_significant"
"FAM83H","Mock","ZIKV",1.35375,0.690394,-0.971469,5e-05,"yes",0.000320686218678815,"Not_significant"
"MPV17","Mock","ZIKV",29.4569,15.034,-0.970373,5e-05,"yes",0.000320686218678815,"Not_significant"
"CPPED1","Mock","ZIKV",0.956963,0.488586,-0.96985,5e-05,"yes",0.000320686218678815,"Not_significant"
"SLC45A3","Mock","ZIKV",7.41618,3.78695,-0.969638,5e-05,"yes",0.000320686218678815,"Not_significant"
"NFATC4","Mock","ZIKV",15.5301,7.93299,-0.969131,5e-05,"yes",0.000320686218678815,"Not_significant"
"CCNE1","Mock","ZIKV",3.15124,1.61153,-0.967493,5e-05,"yes",0.000320686218678815,"Not_significant"
"SEC31B","Mock","ZIKV",13.0541,6.67626,-0.967385,5e-05,"yes",0.000320686218678815,"Not_significant"
"LOXL1","Mock","ZIKV",9.75237,4.98911,-0.966971,5e-05,"yes",0.000320686218678815,"Not_significant"
"SIM1","Mock","ZIKV",2.03672,1.04228,-0.966501,5e-05,"yes",0.000320686218678815,"Not_significant"
"LRRC37A4P","Mock","ZIKV",9.00743,4.61419,-0.965037,5e-05,"yes",0.000320686218678815,"Not_significant"
"SOX1","Mock","ZIKV",35.7254,18.3009,-0.965034,5e-05,"yes",0.000320686218678815,"Not_significant"
"NPTX1","Mock","ZIKV",3.84325,1.96912,-0.964778,5e-05,"yes",0.000320686218678815,"Not_significant"
"MLLT4-AS1","Mock","ZIKV",15.0673,7.72631,-0.963574,5e-05,"yes",0.000320686218678815,"Not_significant"
"OLFM3","Mock","ZIKV",11.5306,5.9162,-0.96273,5e-05,"yes",0.000320686218678815,"Not_significant"
"TRAIP","Mock","ZIKV",7.51466,3.8568,-0.962304,5e-05,"yes",0.000320686218678815,"Not_significant"
"PRPS2","Mock","ZIKV",9.04719,4.64959,-0.960365,5e-05,"yes",0.000320686218678815,"Not_significant"
"ZNF367","Mock","ZIKV",6.55323,3.37024,-0.959356,5e-05,"yes",0.000320686218678815,"Not_significant"
"PIGN","Mock","ZIKV",5.71578,2.94273,-0.957795,5e-05,"yes",0.000320686218678815,"Not_significant"
"LINC00526","Mock","ZIKV",4.27179,2.20093,-0.956726,5e-05,"yes",0.000320686218678815,"Not_significant"
"CRISPLD1","Mock","ZIKV",25.8177,13.3116,-0.95567,5e-05,"yes",0.000320686218678815,"Not_significant"
"UBXN11","Mock","ZIKV",22.4707,11.5869,-0.955549,5e-05,"yes",0.000320686218678815,"Not_significant"
"TMUB2","Mock","ZIKV",23.2704,12.0179,-0.953307,5e-05,"yes",0.000320686218678815,"Not_significant"
"CYR61","Mock","ZIKV",246.489,127.362,-0.952592,5e-05,"yes",0.000320686218678815,"Not_significant"
"ZDHHC16","Mock","ZIKV",16.4627,8.5084,-0.952242,5e-05,"yes",0.000320686218678815,"Not_significant"
"PPP1R3E","Mock","ZIKV",3.73455,1.93077,-0.951758,5e-05,"yes",0.000320686218678815,"Not_significant"
"OSBPL7","Mock","ZIKV",5.26347,2.72141,-0.951661,5e-05,"yes",0.000320686218678815,"Not_significant"
"FAM104B","Mock","ZIKV",14.8237,7.66708,-0.951154,5e-05,"yes",0.000320686218678815,"Not_significant"
"CHST14","Mock","ZIKV",6.14514,3.1788,-0.950962,5e-05,"yes",0.000320686218678815,"Not_significant"
"ADAMTS3","Mock","ZIKV",2.41388,1.24968,-0.949795,5e-05,"yes",0.000320686218678815,"Not_significant"
"ZNF124","Mock","ZIKV",9.6222,4.98179,-0.949702,5e-05,"yes",0.000320686218678815,"Not_significant"
"FGF9","Mock","ZIKV",6.30892,3.26774,-0.949099,5e-05,"yes",0.000320686218678815,"Not_significant"
"GSTK1","Mock","ZIKV",9.39834,4.86804,-0.949066,5e-05,"yes",0.000320686218678815,"Not_significant"
"MXRA8","Mock","ZIKV",21.8105,11.3,-0.948702,5e-05,"yes",0.000320686218678815,"Not_significant"
"RPS27L","Mock","ZIKV",83.8326,43.4348,-0.948662,5e-05,"yes",0.000320686218678815,"Not_significant"
"ALPL","Mock","ZIKV",5.00699,2.59421,-0.948648,5e-05,"yes",0.000320686218678815,"Not_significant"
"CYB5D2","Mock","ZIKV",15.3667,7.96285,-0.948447,5e-05,"yes",0.000320686218678815,"Not_significant"
"ITGB3BP","Mock","ZIKV",19.2277,9.96516,-0.948219,5e-05,"yes",0.000320686218678815,"Not_significant"
"IKBKB","Mock","ZIKV",7.75049,4.01881,-0.94752,5e-05,"yes",0.000320686218678815,"Not_significant"
"NASP","Mock","ZIKV",129.645,67.2441,-0.947087,5e-05,"yes",0.000320686218678815,"Not_significant"
"LMNB1","Mock","ZIKV",105.723,54.8551,-0.946584,5e-05,"yes",0.000320686218678815,"Not_significant"
"PFAS","Mock","ZIKV",12.7149,6.59797,-0.946421,5e-05,"yes",0.000320686218678815,"Not_significant"
"FANCA","Mock","ZIKV",12.4007,6.44158,-0.944931,5e-05,"yes",0.000320686218678815,"Not_significant"
"CRNDE","Mock","ZIKV",25.7937,13.4009,-0.944691,5e-05,"yes",0.000320686218678815,"Not_significant"
"LOC100132077","Mock","ZIKV",4.6826,2.43451,-0.94368,5e-05,"yes",0.000320686218678815,"Not_significant"
"MAD2L1","Mock","ZIKV",41.8897,21.7818,-0.94347,5e-05,"yes",0.000320686218678815,"Not_significant"
"PLK1","Mock","ZIKV",40.2832,20.9515,-0.943127,5e-05,"yes",0.000320686218678815,"Not_significant"
"TMEM2","Mock","ZIKV",60.9155,31.6896,-0.9428,5e-05,"yes",0.000320686218678815,"Not_significant"
"GAS2L3","Mock","ZIKV",8.08056,4.20451,-0.942517,5e-05,"yes",0.000320686218678815,"Not_significant"
"PARP4","Mock","ZIKV",11.6807,6.08104,-0.941735,5e-05,"yes",0.000320686218678815,"Not_significant"
"EBF4","Mock","ZIKV",14.0585,7.32704,-0.940144,5e-05,"yes",0.000320686218678815,"Not_significant"
"CCNA2","Mock","ZIKV",34.8783,18.1869,-0.939428,5e-05,"yes",0.000320686218678815,"Not_significant"
"KIAA0141","Mock","ZIKV",10.1869,5.31192,-0.93941,5e-05,"yes",0.000320686218678815,"Not_significant"
"LOC100527964","Mock","ZIKV",3.54776,1.85027,-0.939175,5e-05,"yes",0.000320686218678815,"Not_significant"
"SPC25","Mock","ZIKV",17.3309,9.03967,-0.939007,5e-05,"yes",0.000320686218678815,"Not_significant"
"ELOVL2","Mock","ZIKV",6.40015,3.34171,-0.937518,5e-05,"yes",0.000320686218678815,"Not_significant"
"SORCS1","Mock","ZIKV",10.0055,5.22567,-0.937107,5e-05,"yes",0.000320686218678815,"Not_significant"
"ZNF33B","Mock","ZIKV",8.23491,4.30115,-0.937031,5e-05,"yes",0.000320686218678815,"Not_significant"
"TEAD2","Mock","ZIKV",54.9546,28.7032,-0.937027,5e-05,"yes",0.000320686218678815,"Not_significant"
"INTS7","Mock","ZIKV",7.93195,4.14359,-0.936794,5e-05,"yes",0.000320686218678815,"Not_significant"
"SOCS3","Mock","ZIKV",19.1951,10.0279,-0.936718,5e-05,"yes",0.000320686218678815,"Not_significant"
"UBTF","Mock","ZIKV",34.793,18.1897,-0.935677,5e-05,"yes",0.000320686218678815,"Not_significant"
"PRSS35","Mock","ZIKV",5.67299,2.96932,-0.933979,5e-05,"yes",0.000320686218678815,"Not_significant"
"MGC21881","Mock","ZIKV",5.69977,2.98644,-0.932476,5e-05,"yes",0.000320686218678815,"Not_significant"
"PIGV","Mock","ZIKV",3.1987,1.67674,-0.931828,5e-05,"yes",0.000320686218678815,"Not_significant"
"SEL1L3","Mock","ZIKV",4.53212,2.37605,-0.931616,5e-05,"yes",0.000320686218678815,"Not_significant"
"HES4","Mock","ZIKV",143.339,75.1863,-0.930889,5e-05,"yes",0.000320686218678815,"Not_significant"
"EXO1","Mock","ZIKV",4.37994,2.29845,-0.930253,5e-05,"yes",0.000320686218678815,"Not_significant"
"COL18A1","Mock","ZIKV",47.393,24.8743,-0.930018,5e-05,"yes",0.000320686218678815,"Not_significant"
"MGST1","Mock","ZIKV",38.0929,20.0037,-0.929255,5e-05,"yes",0.000320686218678815,"Not_significant"
"RSPH4A","Mock","ZIKV",6.06332,3.18681,-0.927994,5e-05,"yes",0.000320686218678815,"Not_significant"
"LZTS1","Mock","ZIKV",14.4416,7.59074,-0.927914,5e-05,"yes",0.000320686218678815,"Not_significant"
"NUBP1","Mock","ZIKV",10.9704,5.7706,-0.926822,5e-05,"yes",0.000320686218678815,"Not_significant"
"APOA1BP","Mock","ZIKV",24.3774,12.8238,-0.926718,5e-05,"yes",0.000320686218678815,"Not_significant"
"IL11RA","Mock","ZIKV",11.253,5.91978,-0.926688,5e-05,"yes",0.000320686218678815,"Not_significant"
"EVC","Mock","ZIKV",2.32096,1.22122,-0.926405,5e-05,"yes",0.000320686218678815,"Not_significant"
"PUS7","Mock","ZIKV",3.60533,1.89774,-0.925845,5e-05,"yes",0.000320686218678815,"Not_significant"
"COL26A1","Mock","ZIKV",28.9416,15.2472,-0.924602,5e-05,"yes",0.000320686218678815,"Not_significant"
"FLJ10038","Mock","ZIKV",5.06676,2.67009,-0.924173,5e-05,"yes",0.000320686218678815,"Not_significant"
"FAM111A","Mock","ZIKV",1.73271,0.913251,-0.923944,5e-05,"yes",0.000320686218678815,"Not_significant"
"FAM86B1","Mock","ZIKV",5.12591,2.70392,-0.922759,5e-05,"yes",0.000320686218678815,"Not_significant"
"GBA","Mock","ZIKV",6.23166,3.2876,-0.922582,5e-05,"yes",0.000320686218678815,"Not_significant"
"BLM","Mock","ZIKV",7.32958,3.8675,-0.922328,5e-05,"yes",0.000320686218678815,"Not_significant"
"GM2A","Mock","ZIKV",6.93136,3.65761,-0.922236,5e-05,"yes",0.000320686218678815,"Not_significant"
"ANKRD9","Mock","ZIKV",7.59348,4.00706,-0.922217,5e-05,"yes",0.000320686218678815,"Not_significant"
"BCKDHB","Mock","ZIKV",8.03072,4.2389,-0.921839,5e-05,"yes",0.000320686218678815,"Not_significant"
"PPAPDC1B","Mock","ZIKV",50.4284,26.6208,-0.921682,5e-05,"yes",0.000320686218678815,"Not_significant"
"SLC37A4","Mock","ZIKV",30.2549,15.975,-0.921357,5e-05,"yes",0.000320686218678815,"Not_significant"
