"Gene","Contrast","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"PSTPIP2","ZIKV_positive_vs_Mock",24.4872759146813,1.50174249022762,0.404723126019847,2.34392279486497e-06,0.000171692344723859
"XXbac-BPG246D15.9","ZIKV_positive_vs_Mock",25.1609776090617,1.32093893012729,0.341785722397512,2.5538493877359e-06,0.000183251723413866
"IL15RA","ZIKV_positive_vs_Mock",13.9265138379263,1.98173569309147,0.618495990380712,2.67734689826393e-06,0.000190172761500929
"IRF7","ZIKV_positive_vs_Mock",35.8090234661854,1.80929981097852,0.54840207345767,3.01711722960747e-06,0.000211669915005455
"ATF3","ZIKV_positive_vs_Mock",14.5423747796929,1.56855510790033,0.442539654444715,3.08397504437587e-06,0.000212612867765207
"FAM107B","ZIKV_positive_vs_Mock",13.0194514042444,1.18378510568157,0.304348019773577,3.19251005187447e-06,0.000217958550337682
"CPEB4","ZIKV_positive_vs_Mock",13.4690202555973,1.27893393284317,0.33619628299183,3.42780595203778e-06,0.000231772417833939
"JAG1","ZIKV_positive_vs_Mock",7.11831742390464,1.71382971960833,0.522841178913882,4.18540516993767e-06,0.000277658199575488
"EAF1","ZIKV_positive_vs_Mock",13.9982784250833,1.1599546477644,0.305621341304731,4.41373336634519e-06,0.000287746127763051
"TRIP10","ZIKV_positive_vs_Mock",10.932206783483,1.40945449377772,0.39255767931525,4.49380782340443e-06,0.000289912446001651
"NFKBIZ","ZIKV_positive_vs_Mock",22.6217130636804,1.31169371653611,0.365719679291924,5.95675510520743e-06,0.000370689397343528
"PSMB9","ZIKV_positive_vs_Mock",34.7145198040128,1.35231598966626,0.382586650784366,6.18202319796294e-06,0.000378896985165505
"IRAK2","ZIKV_positive_vs_Mock",12.583764560277,1.23281645488025,0.340972820059441,6.57288090657293e-06,0.000398452573577766
"STOM","ZIKV_positive_vs_Mock",66.8335930813642,1.07787945755673,0.301015353421671,8.93211691229518e-06,0.00051484136169885
"FAS","ZIKV_positive_vs_Mock",13.1948472894236,1.44653380490212,0.442491651433039,9.49455713038911e-06,0.000538433272104001
"WTAP","ZIKV_positive_vs_Mock",21.8220821559666,1.00716628579439,0.283132193119064,9.70862276245892e-06,0.000546168282124889
"CXCL9","ZIKV_positive_vs_Mock",6.10091625331363,3.67698767964991,1.64318006663405,1.07898851828382e-05,0.000592769317232173
"GYPC","ZIKV_positive_vs_Mock",23.0331078983496,1.13923929097419,0.329263982035621,1.17284574550755e-05,0.000639337308713883
"RFTN1","ZIKV_positive_vs_Mock",25.1054035924222,1.03487473739042,0.301053897302917,1.35473714698156e-05,0.000708318978597065
"DHX58","ZIKV_positive_vs_Mock",25.8880432072523,1.37596663645809,0.432593544154111,1.43360699493648e-05,0.00073786439171282
"ARNTL2","ZIKV_positive_vs_Mock",14.1090488172268,1.17792090295201,0.362809046680003,1.91178752814073e-05,0.000953453184247207
"ZBTB10","ZIKV_positive_vs_Mock",5.58357459961766,1.7203314522765,0.662827589487264,2.16782564065013e-05,0.00106602446888474
"JAK2","ZIKV_positive_vs_Mock",17.6624403319508,1.19617221644155,0.381665005687463,2.42656368486006e-05,0.00117679971254731
"PXDC1","ZIKV_positive_vs_Mock",12.8865924047569,1.13463246336235,0.372102767684659,3.28657253519315e-05,0.00153627227501538
"PPP1R10","ZIKV_positive_vs_Mock",10.8734669311055,1.15853829997131,0.384645826990038,3.44561818888007e-05,0.00159405178317136
"SLFN5","ZIKV_positive_vs_Mock",12.2361781158584,1.23869327989182,0.422279434068225,3.50840447502542e-05,0.00160378894398112
"RARRES3","ZIKV_positive_vs_Mock",8.36478308104396,2.68476360772047,1.42130598411008,3.54888456109809e-05,0.00160378894398112
"SESN2","ZIKV_positive_vs_Mock",6.50100758001826,1.48188517874241,0.563100001281388,3.55789356173286e-05,0.00160378894398112
"ETV7","ZIKV_positive_vs_Mock",6.62823113892772,2.75093015747529,1.49739475165939,3.71372371790301e-05,0.0016633697569614
"CSRNP1","ZIKV_positive_vs_Mock",10.6341778649278,1.73696405414186,0.762321466450107,4.00889315634614e-05,0.00176190854221413
"TAP2","ZIKV_positive_vs_Mock",19.0702595219617,1.19157016923518,0.411654084481175,4.21127768769622e-05,0.0018393605403652
"PLK3","ZIKV_positive_vs_Mock",16.1461111372643,1.00940762369454,0.34860071782592,5.43789741101891e-05,0.00231753300571424
"IFI6","ZIKV_positive_vs_Mock",242.485941246663,1.09338362527465,0.386944400659704,5.80784651927769e-05,0.00243099861449766
"PSME2P2","ZIKV_positive_vs_Mock",14.3357475030196,1.15964577764089,0.431220722114506,6.92908361619015e-05,0.00283286720866565
"MCOLN2","ZIKV_positive_vs_Mock",19.8603379967743,1.09718598076307,0.401396461084637,7.06357459981955e-05,0.00287115934022723
"AEN","ZIKV_positive_vs_Mock",6.92197645208065,1.354031976041,0.558717536611713,7.30769558165958e-05,0.00295331697300173
"NOCT","ZIKV_positive_vs_Mock",3.58227432417724,1.90610990531032,1.08837376556143,8.45170857920834e-05,0.00335776354401091
"CASP3","ZIKV_positive_vs_Mock",13.463829997135,1.06619430677946,0.400444931516615,8.63072467605186e-05,0.00337305349794362
"SOCS1","ZIKV_positive_vs_Mock",4.52544991386316,2.28662428615021,1.51443295653145,8.89302836378005e-05,0.00344112641023556
"GTF2A1","ZIKV_positive_vs_Mock",6.23715578093325,1.27622874743162,0.534784884019724,9.50166391991344e-05,0.00363170975754105
"LAP3P2","ZIKV_positive_vs_Mock",17.1966693886973,1.14485748375671,0.451460233800553,9.72730810232375e-05,0.00367755003094304
"TNFRSF9","ZIKV_positive_vs_Mock",9.19128644960773,1.08030651533581,0.423089823980868,0.000106140099137814,0.00399132180287225
"N4BP2L1","ZIKV_positive_vs_Mock",7.70444888970991,1.20271156967752,0.501269757938137,0.000110994048812121,0.00415164974067466
"RSAD2","ZIKV_positive_vs_Mock",117.808639141442,2.00180089009588,1.32699198126905,0.000116376442677971,0.00430715339427102
"SPHK1","ZIKV_positive_vs_Mock",12.3990338204789,1.23742465286352,0.54395098554895,0.000127452093009585,0.0045726689696092
"FBXO6","ZIKV_positive_vs_Mock",16.6802482964819,1.12356913830956,0.466625877855802,0.000130425491494638,0.00463208109187018
"DNAJB4","ZIKV_positive_vs_Mock",4.58603670930537,1.52220625834892,0.83386637723073,0.000134706524813309,0.00476008182154367
"OAS2","ZIKV_positive_vs_Mock",42.9116138804401,1.15345779809121,0.496164914919348,0.000142688623554223,0.00496725941006581
"DDX58","ZIKV_positive_vs_Mock",34.9804435449858,1.13198442862036,0.484151018754597,0.00014611150163843,0.00503654940941884
"PML","ZIKV_positive_vs_Mock",11.8226845515276,1.29061562742394,0.629076329677094,0.000161359571965001,0.00542909334955927
"ISG20","ZIKV_positive_vs_Mock",24.9839988816941,1.77483402616074,1.28426595379464,0.000183174957672065,0.0059358815776496
"CKS2","ZIKV_positive_vs_Mock",7.25102945518819,1.14805569493454,0.524921012702333,0.000184768247197806,0.0059600473132797
"JAK3","ZIKV_positive_vs_Mock",8.02829967086866,1.2829590752576,0.664190731280842,0.000198123806963871,0.00634954666828634
"IFITM1","ZIKV_positive_vs_Mock",60.1863540523564,1.84721123729093,1.49742393123283,0.000205667917082542,0.00648545647051317
"SEMA4D","ZIKV_positive_vs_Mock",16.0077589429391,1.00068084783054,0.435603281836903,0.000204756565289122,0.00648545647051317
"EPSTI1","ZIKV_positive_vs_Mock",22.313151345051,1.16368057362269,0.556926336555474,0.000209868489646059,0.00649926713286177
"VEGFA","ZIKV_positive_vs_Mock",6.98094438589558,1.1781856473201,0.56912193272585,0.000208832885411475,0.00649926713286177
"CMPK2","ZIKV_positive_vs_Mock",30.3579724241813,1.40172142062458,0.845743362288158,0.000222798771715375,0.00668692002698523
"GBP2","ZIKV_positive_vs_Mock",19.010590931551,1.31523167545971,0.732687852196144,0.000223467890549137,0.00668692002698523
"CCND1","ZIKV_positive_vs_Mock",8.38230481960394,1.3408062287561,0.771824678357998,0.000228252935655128,0.00676279629099049
"DENND4A","ZIKV_positive_vs_Mock",7.28436508088735,1.12190910977275,0.53438867994774,0.000228888725434547,0.00676279629099049
"RP11-44K6.2","ZIKV_positive_vs_Mock",27.3942438416209,1.78954895349668,1.49932290613475,0.000231526451535107,0.00681210881671495
"DUSP2","ZIKV_positive_vs_Mock",5.64070173218215,1.23235694285014,0.690325543854249,0.000279418711282453,0.00801988725607434
"PPA1","ZIKV_positive_vs_Mock",13.9717941467091,1.05089602195676,0.511137694230247,0.000292077687259971,0.00827640634180469
"RBBP6","ZIKV_positive_vs_Mock",7.57495907269006,1.07221640783199,0.530741746976803,0.000295417803155998,0.00827640634180469
"SAV1","ZIKV_positive_vs_Mock",7.98373662624839,1.06895559749995,0.539964687976747,0.000318802420494961,0.00879144557223752
"RAD9A","ZIKV_positive_vs_Mock",5.74334615108324,1.2152109653502,0.708416071561311,0.000321767416228434,0.00883854871452481
"ERN1","ZIKV_positive_vs_Mock",7.03851398189589,1.04833830077346,0.539438819175853,0.000356335740935897,0.00970858342100216
"C21orf91","ZIKV_positive_vs_Mock",3.99474880502196,1.29746790184922,0.891426139830441,0.000367071119140816,0.00985998394892355
"PELI1","ZIKV_positive_vs_Mock",8.33008590865651,1.02576550420913,0.523926360768754,0.000367365727334751,0.00985998394892355
"RASGRP1","ZIKV_positive_vs_Mock",4.01174207159663,1.29740455533162,0.90090744046718,0.000374158352186301,0.00996621792641692
"TRAF1","ZIKV_positive_vs_Mock",6.6886234974852,1.16931234614102,0.70884257573237,0.000396607497675703,0.0105243166930398
"RN7SL124P","ZIKV_positive_vs_Mock",4.94528723385422,1.48457939950573,1.42996095587996,0.000417251919847737,0.0109572781467553
"IL32","ZIKV_positive_vs_Mock",9.28144491478402,1.16306391459411,0.768133286902007,0.000476883453879182,0.0120627498117928
"CCL8","ZIKV_positive_vs_Mock",186.221600862276,1.09633519277938,0.668972963202224,0.000491795538372447,0.0123953628166131
"MYLIP","ZIKV_positive_vs_Mock",3.67062280035935,1.20630861548539,0.92244731004581,0.000537470004885872,0.0134024435260903
"IL27","ZIKV_positive_vs_Mock",5.67143528785004,1.34475468552922,1.36288721663824,0.000550434302628102,0.0136772226716636
"SMAD7","ZIKV_positive_vs_Mock",6.15334691957835,1.03217985218968,0.618013790497431,0.00056528374394697,0.0139476325874915
"IFI27","ZIKV_positive_vs_Mock",45.9998349898378,1.28317254378606,1.30643672855425,0.000619413036203515,0.0150196981744246
"RP3-508I15.21","ZIKV_positive_vs_Mock",4.66523300795833,1.21058064309484,1.07446557155932,0.000636994816624649,0.0153402313373443
"CFB","ZIKV_positive_vs_Mock",21.4125082649123,1.08822585657328,0.769490823065435,0.000655095197581509,0.0156736886613542
"EZH2","ZIKV_positive_vs_Mock",3.93173893906542,1.08186775541989,0.793660392533562,0.000702697130774525,0.0166375967124797
"RP11-298P3.4","ZIKV_positive_vs_Mock",5.0582027231038,1.0116908116929,0.669776541981432,0.0007369541200011,0.0172168151888629
"DUSP5","ZIKV_positive_vs_Mock",7.22383613544369,1.06657908788195,1.2047090870494,0.00102984198727908,0.0228449490679699
"MIR155HG","ZIKV_positive_vs_Mock",3.69784884244409,1.03933452782575,1.27890820333849,0.0011048110214408,0.0239784910579373
