miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez ID),Species (Target Gene),Experiments,Support Type,References (PMID)
MIRT624389,hsa-miR-6819-3p,hsa,CD84,8832.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT624356,hsa-miR-148a-5p,hsa,CHRM3,1131.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT610919,hsa-miR-106b-3p,hsa,CHST15,51363.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT615073,hsa-miR-148a-3p,hsa,COLEC12,81035.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT615067,hsa-miR-3140-3p,hsa,COLEC12,81035.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT624279,hsa-miR-148a-5p,hsa,CRISPLD2,83716.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT624266,hsa-miR-140-3p,hsa,CRY2,1408.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT611130,hsa-miR-6868-3p,hsa,CTBP2,1488.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT624226,hsa-miR-4511,hsa,CUL4B,8450.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT611052,hsa-miR-146b-3p,hsa,DAB2,1601.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT624206,hsa-miR-134-5p,hsa,DCP2,167227.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT624167,hsa-miR-3135b,hsa,DGKE,8526.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT624165,hsa-miR-122-5p,hsa,DGKE,8526.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT624158,hsa-miR-455-3p,hsa,DGKE,8526.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT624155,hsa-miR-744-3p,hsa,DGKE,8526.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT624142,hsa-miR-2355-3p,hsa,DIAPH1,1729.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT624115,hsa-miR-6866-5p,hsa,DNAH10OS,642797.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT613125,hsa-miR-370-3p,hsa,SRCAP,10847.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT613114,hsa-miR-134-5p,hsa,EIF4EBP2,1979.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT624039,hsa-miR-942-5p,hsa,ELAVL3,1995.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT610690,hsa-miR-4677-5p,hsa,FAM89A,375061.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623938,hsa-miR-6819-3p,hsa,FKBP14,55033.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623922,hsa-miR-3928-3p,hsa,FMNL3,91010.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623918,hsa-miR-2355-5p,hsa,FNBP1L,54874.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT613052,hsa-miR-3140-3p,hsa,FNDC5,252995.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623911,hsa-miR-3140-3p,hsa,FOXF2,2295.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT613042,hsa-miR-148a-3p,hsa,FOXP1,27086.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623885,hsa-miR-942-5p,hsa,FRMPD4,9758.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT616112,hsa-miR-548ah-3p,hsa,GGCX,2677.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT616110,hsa-miR-548am-3p,hsa,GGCX,2677.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT612970,hsa-miR-182-5p,hsa,GID4,79018.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623794,hsa-miR-185-3p,hsa,GK5,256356.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT575593,hsa-miR-134-5p,hsa,GNL1,2794.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623783,hsa-miR-2355-5p,hsa,GOSR1,9527.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT609588,hsa-miR-146a-5p,hsa,GPM6B,2824.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623776,hsa-miR-4485-3p,hsa,GPR37L1,9283.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT741689,hsa-miR-942-5p,hsa,ADGRG1,9289.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT612930,hsa-miR-3135b,hsa,GPRIN3,285513.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT612920,hsa-miR-1185-1-3p,hsa,GPRIN3,285513.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623699,hsa-miR-548ah-3p,hsa,HINT1,3094.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623697,hsa-miR-548am-3p,hsa,HINT1,3094.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT613923,hsa-miR-134-5p,hsa,HIVEP3,59269.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT576125,hsa-miR-3120-5p,hsa,HRK,8739.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623636,hsa-miR-4511,hsa,IGF1R,3480.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623626,hsa-miR-548ah-3p,hsa,IGF2BP1,10642.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623624,hsa-miR-548am-3p,hsa,IGF2BP1,10642.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623600,hsa-miR-3120-5p,hsa,IPO9,55705.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623573,hsa-miR-1185-1-3p,hsa,IRS1,3667.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623560,hsa-miR-455-3p,hsa,JPH3,57338.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT614948,hsa-miR-134-5p,hsa,KAT6B,23522.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623539,hsa-miR-6868-3p,hsa,KCNJ6,3763.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT611024,hsa-miR-548ah-3p,hsa,KCNK10,54207.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT611022,hsa-miR-548am-3p,hsa,KCNK10,54207.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT611017,hsa-miR-455-3p,hsa,KCNK10,54207.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623522,hsa-miR-324-3p,hsa,KCNK10,54207.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT542093,hsa-miR-1185-1-3p,hsa,KCNK10,54207.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT616587,hsa-miR-487a-3p,hsa,KCNK5,8645.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623491,hsa-miR-2355-5p,hsa,KCTD11,147040.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623482,hsa-miR-548ah-3p,hsa,KDM5A,5927.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623480,hsa-miR-548am-3p,hsa,KDM5A,5927.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT613673,hsa-miR-3140-3p,hsa,KIAA1210,57481.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT474409,hsa-miR-4470,hsa,KLHL28,54813.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623366,hsa-miR-664a-5p,hsa,LUC7L2,51631.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623331,hsa-miR-3140-3p,hsa,MAK16,84549.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623329,hsa-miR-6868-3p,hsa,MAK16,84549.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623325,hsa-miR-3140-3p,hsa,MAN1C1,57134.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623315,hsa-miR-494-3p,hsa,MAPK1,5594.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT006423,hsa-miR-200a-3p,hsa,MAPK14,1432.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623277,hsa-miR-146a-5p,hsa,MDN1,23195.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT576106,hsa-miR-140-3p,hsa,MOBP,4336.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT576102,hsa-miR-455-3p,hsa,MOBP,4336.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623227,hsa-miR-324-3p,hsa,MON1B,22879.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623175,hsa-miR-3135b,hsa,NAA50,80218.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623169,hsa-miR-122-5p,hsa,NAA50,80218.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623164,hsa-miR-744-3p,hsa,NAA50,80218.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT741732,hsa-miR-548ah-3p,hsa,ICE2,79664.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT741734,hsa-miR-548am-3p,hsa,ICE2,79664.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623144,hsa-miR-3120-5p,hsa,NAV2,89797.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623101,hsa-miR-942-5p,hsa,NLGN4X,57502.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT623088,hsa-miR-6819-3p,hsa,NME6,10201.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT616235,hsa-miR-361-3p,hsa,NPAS3,64067.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622977,hsa-miR-122-5p,hsa,ORAI2,80228.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622967,hsa-miR-548ah-3p,hsa,OXSR1,9943.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622965,hsa-miR-548am-3p,hsa,OXSR1,9943.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622941,hsa-miR-6868-3p,hsa,PABPN1,8106.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT055349,hsa-miR-548ah-3p,hsa,PDCD4,27250.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT055351,hsa-miR-548am-3p,hsa,PDCD4,27250.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT612067,hsa-miR-548ah-3p,hsa,PDGFRA,5156.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT612065,hsa-miR-548am-3p,hsa,PDGFRA,5156.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622841,hsa-miR-455-3p,hsa,PDGFRA,5156.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622787,hsa-miR-324-3p,hsa,PGK1,5230.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622753,hsa-miR-148a-3p,hsa,PHACTR2,9749.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622728,hsa-miR-3120-5p,hsa,PITPNM3,83394.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT609773,hsa-miR-140-3p,hsa,PLCL1,5334.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622713,hsa-miR-942-5p,hsa,PLEKHA2,59339.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622711,hsa-miR-6868-3p,hsa,PLEKHA2,59339.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT612688,hsa-miR-548ah-3p,hsa,PLXNA4,91584.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT612686,hsa-miR-548am-3p,hsa,PLXNA4,91584.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT612674,hsa-miR-942-5p,hsa,POU2F1,5451.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622655,hsa-miR-3135b,hsa,POU2F3,25833.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622648,hsa-miR-4498,hsa,POU2F3,25833.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622613,hsa-miR-548ah-3p,hsa,PPP2R5E,5529.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622611,hsa-miR-548am-3p,hsa,PPP2R5E,5529.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT616025,hsa-miR-942-5p,hsa,PRRG4,79056.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT616022,hsa-miR-6868-3p,hsa,PRRG4,79056.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT612648,hsa-miR-548ah-3p,hsa,PSPC1,55269.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT612646,hsa-miR-548am-3p,hsa,PSPC1,55269.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622568,hsa-miR-26a-1-3p,hsa,PTEN,5728.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622530,hsa-miR-6819-3p,hsa,RAD51,5888.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT609872,hsa-miR-4498,hsa,RAD54L2,23132.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT612570,hsa-miR-134-5p,hsa,RBBP5,5929.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622516,hsa-miR-26a-1-3p,hsa,RBM20,282996.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622360,hsa-miR-345-5p,hsa,SAMD4A,23034.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622347,hsa-miR-455-3p,hsa,SBNO1,55206.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622279,hsa-miR-4677-5p,hsa,SH3TC2,79628.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT467990,hsa-miR-548ah-3p,hsa,SKIL,6498.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT467988,hsa-miR-548am-3p,hsa,SKIL,6498.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT612486,hsa-miR-548ah-3p,hsa,SLC25A11,8402.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT612484,hsa-miR-548am-3p,hsa,SLC25A11,8402.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT609407,hsa-miR-134-5p,hsa,SLC25A45,283130.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT527857,hsa-miR-361-3p,hsa,SMOC1,64093.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT612453,hsa-miR-134-5p,hsa,SMOC1,64093.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT612441,hsa-miR-6836-5p,hsa,SMOC2,64094.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT612438,hsa-miR-134-5p,hsa,SMOC2,64094.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622064,hsa-miR-494-3p,hsa,SS18,6760.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622033,hsa-miR-3120-5p,hsa,STAT5A,6776.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT622018,hsa-miR-182-5p,hsa,STK17B,9262.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT621997,hsa-miR-4654,hsa,STK4,6789.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT612399,hsa-miR-30e-5p,hsa,STRN,6801.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT616752,hsa-miR-4796-5p,hsa,SVOP,55530.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT621924,hsa-miR-4677-5p,hsa,SYAP1,94056.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT614727,hsa-miR-28-5p,hsa,TEAD3,7005.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT621817,hsa-miR-3125,hsa,TMEM170B,100113407.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT611143,hsa-miR-210-3p,hsa,TNRC6B,23112.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT621714,hsa-miR-148a-5p,hsa,TRIP11,9321.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT614217,hsa-miR-6868-3p,hsa,TSKU,25987.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT615617,hsa-miR-3140-3p,hsa,TTF2,8458.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT610545,hsa-miR-148a-3p,hsa,WNT2B,7482.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT614675,hsa-miR-548ah-3p,hsa,ZBTB10,65986.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT614673,hsa-miR-548am-3p,hsa,ZBTB10,65986.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT621565,hsa-miR-106b-3p,hsa,ZBTB7C,201501.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT613454,hsa-miR-942-5p,hsa,ZFX,7543.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT611938,hsa-miR-134-5p,hsa,ZNF106,64397.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT621516,hsa-miR-942-5p,hsa,ZNF638,27332.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT497510,hsa-miR-548ah-3p,hsa,ZNF652,22834.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT497508,hsa-miR-548am-3p,hsa,ZNF652,22834.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT609115,hsa-miR-3120-5p,hsa,ZNF703,80139.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT609114,hsa-miR-146b-3p,hsa,ZNF703,80139.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT621495,hsa-miR-103a-3p,hsa,GPRC5A,9052.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT612334,hsa-miR-942-5p,hsa,TRIB2,28951.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT621443,hsa-miR-2355-5p,hsa,TOMM22,56993.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT621433,hsa-miR-942-5p,hsa,CABP7,164633.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT621386,hsa-miR-942-5p,hsa,CLNK,116449.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT621334,hsa-miR-182-5p,hsa,SLC11A1,6556.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT621327,hsa-miR-885-5p,hsa,APOB,338.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT621280,hsa-miR-664a-5p,hsa,PIWIL1,9271.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT621248,hsa-miR-6868-3p,hsa,QTRT1,81890.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT621142,hsa-miR-6868-3p,hsa,RNF122,79845.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT621126,hsa-miR-2355-5p,hsa,EMC7,56851.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT621119,hsa-miR-6819-3p,hsa,SP110,3431.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT621075,hsa-miR-576-3p,hsa,MAN2A1,4124.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT742454,hsa-miR-26a-1-3p,hsa,CEP126,57562.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT611889,hsa-miR-3188,hsa,ICAM1,3383.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT621030,hsa-miR-3120-5p,hsa,CDC14B,8555.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT616811,hsa-miR-6868-3p,hsa,PAPPA-AS1,493913.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT575994,hsa-miR-17-5p,hsa,FEM1A,55527.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT575992,hsa-miR-20b-5p,hsa,FEM1A,55527.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT575989,hsa-miR-93-5p,hsa,FEM1A,55527.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT575977,hsa-miR-134-5p,hsa,FEM1A,55527.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620982,hsa-miR-17-5p,hsa,TM4SF5,9032.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620980,hsa-miR-20b-5p,hsa,TM4SF5,9032.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620977,hsa-miR-93-5p,hsa,TM4SF5,9032.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT614858,hsa-miR-3120-5p,hsa,PLEKHA6,22874.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620948,hsa-miR-1262,hsa,TBCK,93627.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT498404,hsa-miR-1262,hsa,TXNDC16,57544.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620831,hsa-miR-146b-3p,hsa,ZNF551,90233.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT616768,hsa-miR-3135b,hsa,LONP2,83752.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620772,hsa-miR-744-3p,hsa,MT1A,4489.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620762,hsa-miR-6868-3p,hsa,CCR5,1234.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT611679,hsa-miR-3688-3p,hsa,NACC1,112939.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620731,hsa-miR-942-5p,hsa,CCL16,6360.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620713,hsa-miR-2355-5p,hsa,ASB16,92591.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT564114,hsa-miR-379-5p,hsa,ZYG11B,79699.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT611670,hsa-miR-548ah-3p,hsa,ZYG11B,79699.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT611668,hsa-miR-548am-3p,hsa,ZYG11B,79699.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620671,hsa-miR-2355-5p,hsa,BBS5,129880.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620644,hsa-miR-6868-3p,hsa,CXCL5,6374.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT611641,hsa-miR-2355-3p,hsa,LIPC,3990.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT611609,hsa-miR-370-3p,hsa,AQP3,360.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620528,hsa-miR-4470,hsa,AVPR1A,552.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620513,hsa-miR-1262,hsa,SNRPD1,6632.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT611494,hsa-miR-134-5p,hsa,ZNF440,126070.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620491,hsa-miR-548ah-3p,hsa,XKR6,286046.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620489,hsa-miR-548am-3p,hsa,XKR6,286046.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620483,hsa-miR-122-5p,hsa,XKR6,286046.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT611479,hsa-miR-2355-5p,hsa,HSPA4,3308.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620470,hsa-miR-425-5p,hsa,CERS6,253782.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT615863,hsa-miR-6868-3p,hsa,HSPA6,3310.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620330,hsa-miR-455-3p,hsa,FZD2,2535.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620281,hsa-miR-548ah-3p,hsa,SLCO3A1,28232.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620279,hsa-miR-548am-3p,hsa,SLCO3A1,28232.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620208,hsa-miR-370-3p,hsa,VN1R1,57191.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620197,hsa-miR-6868-3p,hsa,VN1R1,57191.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT615805,hsa-miR-942-5p,hsa,COQ7,10229.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620171,hsa-miR-4654,hsa,EGFLAM,133584.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620163,hsa-miR-140-3p,hsa,TMEM78,677790.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620137,hsa-miR-942-5p,hsa,ZNF283,284349.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT620091,hsa-miR-122-5p,hsa,YME1L1,10730.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT611217,hsa-miR-3120-5p,hsa,MC2R,4158.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT619994,hsa-miR-3120-5p,hsa,NPAP1,23742.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT614268,hsa-miR-17-5p,hsa,WDR53,348793.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT614266,hsa-miR-20b-5p,hsa,WDR53,348793.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT614263,hsa-miR-93-5p,hsa,WDR53,348793.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT614240,hsa-miR-324-3p,hsa,WDR53,348793.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT619846,hsa-miR-17-5p,hsa,POLM,27434.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
MIRT619844,hsa-miR-20b-5p,hsa,POLM,27434.0,hsa,HITS-CLIP,Functional MTI (Weak),23824327.0
